Iteration 1,Iteration 2,Axiom Count,Standard Deviation,Num of Justifications,Std Dev %,defectAxiom,Max Common Axioms,example,Module Axiom Count,Average Runtime,Max Justification Size,Iteration 3
9809,9834,27786,135.96,1,1.40,SubClassOf(<http://purl.obolibrary.org/obo/GO_0034481> <http://www.absoluteiri.edu/RELAPPROXC7055>),0,ore_ont_2317.owl,22,9743,2,9587
9216,9129,984,53.02,1,0.58,SubClassOf(<http://purl.obolibrary.org/obo/PI_00270> <http://purl.obolibrary.org/obo/PI_00265>),0,ore_ont_3418.owl,5,9155,2,9120
9273,9326,3992,49.05,2,0.53,SubClassOf(<http://purl.obolibrary.org/obo/WBPhenotype_0000412> <http://purl.obolibrary.org/obo/WBPhenotype_0001048>),1,ore_ont_15950.owl,10,9275,3,9228
Timeout,Timeout,978541,0.00,4,0.00,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSMUSG00000042050> <http://purl.obolibrary.org/obo/UBERON_0000915-OMEO-0000001>),3,ore_ont_11739.owl,22,90001,5,Timeout
7111,7156,8762,41.06,1,0.58,SubClassOf(<http://purl.obolibrary.org/obo/MFO_0032344> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/16bf6a7d-5fa0-4b9c-b279-eef4fa50808c_a_ontology.obo#part_of> <http://purl.obolibrary.org/obo/MFO_0032340>)),0,ore_ont_4655.owl,18,7113,1,7074
12571,10509,91545,1232.90,1,11.06,SubClassOf(<http://purl.obolibrary.org/obo/SGD_S000006027> <http://purl.obolibrary.org/obo/ENSEMBL_ENSFM00360000109870>),0,ore_ont_7455.owl,49,11149,2,10369
9127,9159,381,16.01,1,0.18,SubClassOf(<http://www.sensocomune.org/ontologies/SensoComune.owl#SocialGroup> <http://www.sensocomune.org/ontologies/SensoComune.owl#Group>),0,ore_ont_5089.owl,38,9143,2,9144
9252,9258,4365,37.65,1,0.41,SubClassOf(<http://purl.obolibrary.org/obo/WBPhenotype_0001339> <http://purl.obolibrary.org/obo/WBPhenotype_0000845>),0,ore_ont_670.owl,5,9233,2,9190
7492,7491,38440,81.12,1,1.09,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSG00000109501> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_00022000> <http://purl.obolibrary.org/obo/DOID_1596>)),0,ore_ont_2105.owl,30,7444,1,7351
29161,28868,689540,929.89,1,3.15,SubClassOf(<http://purl.obolibrary.org/obo/UniProtKB_Q8TAG9> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002162> <http://purl.obolibrary.org/obo/NCBITaxon_9606>)),0,ore_ont_13482.owl,689540,29544,1,30605
9191,9208,186,60.36,1,0.66,SubClassOf(<http://www.cidoc-crm.org/cidoc-crm/E36_Visual_Item> <http://www.cidoc-crm.org/cidoc-crm/E90_Symbolic_Object>),0,ore_ont_13429.owl,5,9165,2,9096
7278,7247,16864,15.63,1,0.22,SubClassOf(<http://purl.obolibrary.org/obo/CL-EMAPA#_0001320> <http://purl.obolibrary.org/obo/MAP6#_0000000>),0,ore_ont_1666.owl,3,7263,1,7266
9653,9779,24107,75.16,1,0.77,SubClassOf(<http://purl.obolibrary.org/obo/HP_0009788> <http://purl.obolibrary.org/obo/HP_0009127>),0,ore_ont_6358.owl,9,9739,4,9787
9180,9157,1161,16.92,1,0.18,SubClassOf(<http://purl.org/linguistics/gold/Vowel> <http://purl.org/linguistics/gold/FormUnit>),0,ore_ont_1793.owl,5,9161,2,9147
6946,6841,205,70.89,1,1.02,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC67> owl:Thing),0,ore_ont_508.owl,1,6921,0,6976
9232,9262,1045,21.63,2,0.23,SubClassOf(<http://www.loa-cnr.it/ontologies/ExtendedDnS#status> <http://www.loa-cnr.it/ontologies/DOLCE-Lite#non-physical-object>),4,ore_ont_10314.owl,16,9256,6,9274
7025,6946,2929,41.96,1,0.60,SubClassOf(<http://www.lornet.org/ACM-CSS.owl#D.2.9.8> <http://www.lornet.org/ACM-CSS.owl#D.2.9>),0,ore_ont_10283.owl,3,6993,1,7010
12517,12237,68904,142.50,2,1.15,SubClassOf(<http://purl.obolibrary.org/obo/UBERON_0010395> <http://purl.obolibrary.org/obo/UBERON_0000444>),0,ore_ont_1082.owl,1669,12361,2,12331
9138,9094,480,22.19,1,0.24,SubClassOf(<http://purl.obolibrary.org/obo/DDANAT_0000059> <http://purl.obolibrary.org/obo/DDANAT_0010085>),0,ore_ont_14518.owl,53,9117,2,9121
6906,6967,2302,51.33,1,0.74,SubClassOf(<http://dbpedia.org/ontology/Scientist> ObjectSomeValuesFrom(<http://www.ontologydesignpatterns.org/ekp/owl/Person.owl#linksToAmericanFootballTeam> <http://dbpedia.org/ontology/AmericanFootballTeam>)),0,ore_ont_8730.owl,235,6960,1,7008
23580,26377,537353,1607.97,1,6.56,SubClassOf(<http://purl.obolibrary.org/obo/MGI_MGI%3A1932915> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0043014>))),0,ore_ont_1012.owl,512204,24520,1,23604
24155,24309,35972,1078.93,4,4.57,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_16301> <http://purl.obolibrary.org/obo/CHEBI_24870>),4,ore_ont_11081.owl,22,23610,6,22368
31117,33512,738155,1422.70,1,4.34,SubClassOf(<http://phenomebrowser.net/ontologies/mesh/mesh.owl#C086610> <http://phenomebrowser.net/ontologies/mesh/mesh.owl#D25.339.291.950>),0,ore_ont_9498.owl,5,32758,2,33645
9311,9346,4219,49.12,1,0.53,SubClassOf(<http://biomanta.sourceforge.net/celltype_instance_edit.owl#glandular_epithelial_cell_CL_0000150> <http://biomanta.sourceforge.net/celltype_instance_edit.owl#cell_by_histology_CL_0000063>),0,ore_ont_3313.owl,1738,9355,3,9408
25731,26958,1466198,845.82,1,3.25,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_641981> <http://purl.obolibrary.org/obo/NCBITaxon_481849>),0,ore_ont_16008.owl,3,26008,1,25336
7405,7404,7311,70.73,1,0.96,SubClassOf(<http://purl.org/obo/owl/GO#GO_0034034> <http://purl.org/obo/owl/GO#GO_0033869>),0,ore_ont_12405.owl,8,7363,1,7282
11649,11770,23796,64.26,2,0.55,SubClassOf(<http://purl.obolibrary.org/obo/GO_1902487> <http://purl.obolibrary.org/obo/GO_0033036>),2,ore_ont_6076.owl,12,11697,4,11672
9177,9155,617,11.02,1,0.12,SubClassOf(<http://purl.obolibrary.org/obo/AEO_0001009> <http://purl.obolibrary.org/obo/AEO_0000125>),0,ore_ont_2753.owl,7,9165,3,9165
9147,9151,139,42.77,2,0.47,SubClassOf(<file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/F18_Serial_Work> <file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/E89_Propositional_Object>),1,ore_ont_3909.owl,12,9124,4,9075
9212,9155,791,35.79,1,0.39,SubClassOf(<http://purl.obolibrary.org/obo/phi_0000147> <http://purl.obolibrary.org/obo/phi_0000142>),0,ore_ont_4382.owl,5,9171,2,9146
9506,9661,23898,77.84,1,0.81,SubClassOf(<http://purl.obolibrary.org/obo/GO_0009201> <http://purl.obolibrary.org/obo/GO_0090407>),0,ore_ont_16619.owl,7,9587,3,9596
12510,12864,119500,178.58,1,1.41,SubClassOf(<http://purl.obolibrary.org/obo/GO_0003418> <http://purl.obolibrary.org/obo/GO_0002062>),0,ore_ont_13243.owl,5,12673,2,12646
7204,7178,18775,37.54,1,0.52,SubClassOf(<http://purl.obolibrary.org/obo/WBbt_0004851> <http://purl.obolibrary.org/obo/WBbt_0006918>),0,ore_ont_8492.owl,3,7211,1,7252
9207,9335,3706,76.95,1,0.83,SubClassOf(<http://purl.obolibrary.org/obo/PO_0006315> <http://purl.obolibrary.org/obo/PO_0009082>),0,ore_ont_10160.owl,139,9246,2,9197
9142,9234,1275,65.60,1,0.72,SubClassOf(<http://purl.obolibrary.org/obo/GO_0005739> <http://purl.obolibrary.org/obo/GO_0043229>),0,ore_ont_637.owl,5,9161,2,9107
11881,12094,48702,187.13,2,1.55,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC11881> <http://purl.obolibrary.org/obo/BFO_0000002>),2,ore_ont_6102.owl,31366,12076,4,12254
11499,11526,12346,1186.82,1,10.96,SubClassOf(<http://sweet.jpl.nasa.gov/2.3/phenAtmoPressure.owl#TropicalUpperTroposphericTrough> <http://sweet.jpl.nasa.gov/2.3/reprMathOperation.owl#Division>),0,ore_ont_10749.owl,1238,10827,7,9457
6939,6909,1468,22.48,1,0.33,SubClassOf(<http://lsdis.cs.uga.edu/semdis/antibiotic> <http://lsdis.cs.uga.edu/semdis/umls#pharmacologic_substance>),0,ore_ont_11577.owl,3,6914,1,6895
23840,23751,2097631,228.67,1,0.96,SubClassOf(<http://purl.obolibrary.org/obo/GO_0007043> <http://purl.obolibrary.org/obo/GO_0034329>),0,ore_ont_3524.owl,5,23925,1,24184
7427,7437,38518,53.35,1,0.72,SubClassOf(<http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_10419> <http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_4910>),0,ore_ont_12194.owl,3,7401,1,7340
9147,9148,771,36.09,2,0.40,SubClassOf(<http://purl.obolibrary.org/obo/OPL_0000184> <http://purl.obolibrary.org/obo/OPL_0000098>),0,ore_ont_10516.owl,8,9126,2,9085
7075,7053,667,19.08,1,0.27,SubClassOf(<http://purl.obolibrary.org/obo/WBPhenotype_0000061> <http://purl.obolibrary.org/obo/PATO_0001603>),0,ore_ont_9695.owl,5,7055,1,7037
7055,7136,8587,58.24,1,0.82,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSG00000154415> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002200> <http://purl.obolibrary.org/obo/MIM_604367>)),0,ore_ont_15932.owl,4,7071,1,7023
7313,7366,39776,54.00,1,0.73,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSXETG00000011004> <http://purl.obolibrary.org/obo/SO_0001217>),0,ore_ont_5487.owl,3,7366,1,7421
7008,6981,4928,16.20,1,0.23,SubClassOf(<http://purl.obolibrary.org/obo/NIF_GrossAnatomy#_birnlex_4110> ObjectSomeValuesFrom(<http://www.obofoundry.org/ro/ro.owl#proper_part_of> <http://purl.obolibrary.org/obo/NIF_GrossAnatomy#_birnlex_1197>)),0,ore_ont_6566.owl,690,6989,1,6979
7042,7129,8738,52.37,1,0.74,SubClassOf(<http://purl.obolibrary.org/obo/MIRO_40001124> <http://purl.obolibrary.org/obo/MIRO_40000960>),0,ore_ont_4798.owl,3,7068,1,7035
7803,7820,85089,47.82,1,0.61,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_FBgn0037534> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002200> <http://purl.obolibrary.org/obo/GO_0009922>)),0,ore_ont_269.owl,12,7784,1,7730
9382,9330,5415,47.57,2,0.51,SubClassOf(<http://purl.obolibrary.org/obo/IDOMAL_0002299> <http://purl.obolibrary.org/obo/IDOMAL_0002309>),0,ore_ont_8298.owl,8,9333,2,9287
9773,9619,23399,106.73,1,1.10,SubClassOf(<http://purl.org/obo/owl/IEV#IEV_0001366> <http://purl.org/obo/owl/IEV#IEV_0000685>),0,ore_ont_11502.owl,7,9738,3,9824
13399,13647,162912,169.83,1,1.26,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_30068> <http://purl.obolibrary.org/obo/CHEBI_36295>),0,ore_ont_10248.owl,5,13456,2,13322
13146,12736,159204,300.26,1,2.30,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_63031> <http://purl.obolibrary.org/obo/CHEBI_63034>),0,ore_ont_11293.owl,5,13067,2,13321
9205,9103,241,69.20,1,0.76,SubClassOf(<http://ontology.dumontierlab.com/biological-measure-primitive-1.0.owl#SatietyMeasure> <http://ontology.dumontierlab.com/biological-measure-primitive-1.0.owl#BiologicalMeasure>),0,ore_ont_3082.owl,5,9127,2,9073
