Iteration 1,Iteration 2,Standard Deviation,Num of Justifications,Std Dev %,defectAxiom,Max Common Axioms,example,Axiom Count:,Average Runtime,Max Justification Size,Iteration 3
23217,23323,267.42,1,1.14,SubClassOf(<http://purl.obolibrary.org/obo/UniProtKB_P15941> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0043066>))),0,ore_ont_13482.owl,689540,23421,1,23724
9211,9336,89.72,2,0.97,SubClassOf(<http://www.cidoc-crm.org/cidoc-crm/E33_Linguistic_Object> <http://www.cidoc-crm.org/cidoc-crm/E28_Conceptual_Object>),1,ore_ont_13429.owl,186,9236,3,9162
7210,7363,78.63,1,1.08,SubClassOf(<http://purl.obolibrary.org/obo/CL-EMAPA#_0004184> <http://purl.obolibrary.org/obo/MAP6#_0000000>),0,ore_ont_1666.owl,16864,7297,1,7318
13975,11682,1337.64,1,10.76,SubClassOf(<http://purl.obolibrary.org/obo/HP_0002454> <http://purl.obolibrary.org/obo/HP_0002011>),0,ore_ont_6358.owl,24107,12430,7,11635
9276,9412,76.05,1,0.81,SubClassOf(<http://purl.org/linguistics/gold/Creaky> <http://purl.org/linguistics/gold/LaryngealProperty>),0,ore_ont_1793.owl,1161,9363,2,9403
7152,7096,28.10,1,0.39,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC97> <http://www.absoluteiri.edu/RELAPPROXC76>),0,ore_ont_508.owl,205,7125,1,7128
9185,9360,91.70,1,0.99,SubClassOf(<http://www.loa-cnr.it/ontologies/ExtendedDnS#method> <http://www.loa-cnr.it/ontologies/DOLCE-Lite#endurant>),0,ore_ont_10314.owl,1045,9288,6,9320
9525,9295,120.79,1,1.29,SubClassOf(<http://www.lornet.org/ACM-CSS.owl#F.2.1.2> <http://www.lornet.org/ACM-CSS.owl#F.2>),0,ore_ont_10283.owl,2929,9388,2,9346
28316,28721,226.44,1,0.79,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_104431> <http://purl.obolibrary.org/obo/NCBITaxon_197562>),0,ore_ont_1082.owl,68904,28577,13,28694
6829,6951,61.33,1,0.89,SubClassOf(<http://purl.obolibrary.org/obo/DDANAT_0000410> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/ddanat.dictyostelium-discoideum-anatomy-ontology.9.orig#part_of> <http://purl.obolibrary.org/obo/DDANAT_0000040>)),0,ore_ont_14518.owl,480,6893,1,6901
Timeout,Timeout,0.00,39,0.00,SubClassOf(<http://dbpedia.org/ontology/Person> <http://dbpedia.org/ontology/Scientist>),0,ore_ont_8730.owl,2302,90001,2,Timeout
38734,44516,4015.13,1,10.03,SubClassOf(<http://purl.obolibrary.org/obo/MGI_MGI%3A1913773> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002214> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002217> <http://purl.obolibrary.org/obo/GO_0003674>))),0,ore_ont_1012.owl,537353,40016,1,36799
Timeout,Timeout,0.00,24,0.00,SubClassOf(<http://purl.obolibrary.org/obo/GO_0010639> <http://www.absoluteiri.edu/RELAPPROXC7264>),9,ore_ont_11081.owl,35972,90001,11,Timeout
38559,42814,3112.29,1,7.41,SubClassOf(<http://phenomebrowser.net/ontologies/mesh/mesh.owl#C084548> <http://phenomebrowser.net/ontologies/mesh/mesh.owl#D05.750.716.822.308.200>),0,ore_ont_9498.owl,738155,41998,2,44621
9594,9817,198.05,1,2.06,SubClassOf(<http://biomanta.sourceforge.net/celltype_instance_edit.owl#T_helper_2_cell_CL_0000546> <http://biomanta.sourceforge.net/celltype_instance_edit.owl#CD4_positive__alpha_beta_T_cell_CL_0000624>),0,ore_ont_3313.owl,4219,9611,2,9422
34056,30886,1716.89,1,5.35,SubClassOf(<http://purl.obolibrary.org/obo/NCBITaxon_626111> <http://purl.obolibrary.org/obo/NCBITaxon_48506>),0,ore_ont_16008.owl,1466198,32090,1,31328
7777,7850,150.28,1,1.94,SubClassOf(<http://purl.org/obo/owl/GO#GO_0033323> <http://purl.org/obo/owl/GO#GO_0042425>),0,ore_ont_12405.owl,7311,7729,1,7561
30202,30816,386.61,3,1.27,SubClassOf(<http://purl.obolibrary.org/obo/GO_0006750> <http://purl.obolibrary.org/obo/GO_0044249>),0,ore_ont_6076.owl,23796,30373,5,30102
9285,9235,31.43,1,0.34,SubClassOf(<http://purl.obolibrary.org/obo/AEO_0000103> <http://purl.obolibrary.org/obo/CARO_0000000>),0,ore_ont_2753.owl,617,9249,4,9227
9157,9227,64.09,1,0.69,SubClassOf(<file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/F13_Identifier> <file:/media/owl/Seagate%20Expansion%20Drive/mowlcorp_rep/mowlcorp_2014.10.07_orig/files/E41_Appellation>),0,ore_ont_3909.owl,139,9223,2,9285
9187,9279,58.64,1,0.63,SubClassOf(<http://purl.obolibrary.org/obo/phi_0000147> <http://purl.obolibrary.org/obo/phi_0000140>),0,ore_ont_4382.owl,791,9254,3,9296
11722,11748,53.56,1,0.46,SubClassOf(<http://purl.obolibrary.org/obo/FYPO_0000402> <http://purl.obolibrary.org/obo/FYPO_0002737>),0,ore_ont_16619.owl,23898,11765,2,11825
35653,37151,1233.72,3,3.34,SubClassOf(<http://purl.obolibrary.org/obo/GO_0039545> <http://purl.obolibrary.org/obo/GO_0051833>),4,ore_ont_13243.owl,119500,36968,6,38100
9772,9658,68.56,1,0.71,SubClassOf(<http://purl.obolibrary.org/obo/WBbt_0003991> <http://purl.obolibrary.org/obo/WBbt_0005838>),0,ore_ont_8492.owl,18775,9693,2,9649
9371,9428,47.35,1,0.50,SubClassOf(<http://purl.obolibrary.org/obo/PO_0025305> <http://purl.obolibrary.org/obo/PO_0000004>),0,ore_ont_10160.owl,3706,9421,3,9465
7033,7003,118.16,1,1.67,SubClassOf(<http://purl.obolibrary.org/obo/GO_0031248> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/BFO_0000050> <http://purl.obolibrary.org/obo/GO_0005622>)),0,ore_ont_637.owl,1275,7085,1,7221
9836,12025,1201.74,1,11.29,SubClassOf(<http://www.absoluteiri.edu/RELAPPROXC11850> <http://www.absoluteiri.edu/RELAPPROXC11852>),0,ore_ont_6102.owl,48702,10644,2,10071
11516,11735,156.84,1,1.34,SubClassOf(<http://sweet.jpl.nasa.gov/2.3/reprSciModel.owl#EnsembleForecast> <http://sweet.jpl.nasa.gov/2.3/human.owl#HumanActivity>),0,ore_ont_10749.owl,12346,11690,8,11820
6862,6866,46.23,1,0.67,SubClassOf(<http://lsdis.cs.uga.edu/semdis/alga> <http://lsdis.cs.uga.edu/semdis/plant>),0,ore_ont_11577.owl,1468,6890,1,6944
62903,59031,2006.78,1,3.31,SubClassOf(owl:Nothing <http://purl.obolibrary.org/obo/GO_0046052>),0,ore_ont_3524.owl,2097631,60662,0,60052
9839,12451,1392.14,1,12.81,SubClassOf(<http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_15966> <http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2702>),0,ore_ont_12194.owl,38518,10866,2,10310
9268,9608,179.54,1,1.91,SubClassOf(<http://purl.obolibrary.org/obo/OPL_0000040> <http://purl.obolibrary.org/obo/CARO_0000013>),0,ore_ont_10516.owl,771,9404,2,9338
7215,7305,51.39,1,0.71,SubClassOf(<http://purl.obolibrary.org/obo/WBPhenotype_0001358> <http://purl.obolibrary.org/obo/PATO_0000051>),0,ore_ont_9695.owl,667,7274,1,7303
7079,7239,86.73,1,1.21,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL#_ENSG00000158125> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002200> <http://purl.obolibrary.org/obo/MIM_278300>)),0,ore_ont_15932.owl,8587,7139,1,7101
7341,7559,301.56,1,3.96,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_ENSXETG00000005817> <http://purl.obolibrary.org/obo/SO_0001217>),0,ore_ont_5487.owl,39776,7612,1,7937
9546,9503,175.39,1,1.82,SubClassOf(<http://purl.obolibrary.org/obo/NIF_GrossAnatomy#_birnlex_839> <http://purl.obolibrary.org/obo/NIF_GrossAnatomy#_birnlex_1573>),0,ore_ont_6566.owl,4928,9625,2,9826
7320,7417,52.65,1,0.71,SubClassOf(<http://purl.obolibrary.org/obo/MIRO_40002684> <http://purl.obolibrary.org/obo/MIRO_40002482>),0,ore_ont_4798.owl,8738,7380,1,7404
9928,9659,141.93,1,1.45,SubClassOf(<http://purl.obolibrary.org/obo/ENSEMBL_FBgn0000044> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/RO_0002200> <http://purl.obolibrary.org/obo/GO_0051533>)),0,ore_ont_269.owl,85089,9767,1,9715
7003,7078,41.19,1,0.59,SubClassOf(<http://purl.obolibrary.org/obo/IDOMAL_0001299> ObjectSomeValuesFrom(<http://purl.obolibrary.org/obo/53fd02c1-1a08-4bd0-865c-d5efe872821b_IDOMAL_1.1.obo#part_of> <http://purl.obolibrary.org/obo/IDOMAL_0002059>)),0,ore_ont_8298.owl,5415,7030,1,7011
11625,9752,1259.41,1,11.27,SubClassOf(<http://purl.org/obo/owl/IEV#IEV_0001629> <http://purl.org/obo/owl/IEV#IEV_0000559>),0,ore_ont_11502.owl,23399,11174,2,12147
17602,15327,1334.44,1,8.31,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_27580> <http://purl.obolibrary.org/obo/CHEBI_38307>),0,ore_ont_10248.owl,162912,16061,2,15256
17116,15559,932.31,1,5.60,SubClassOf(<http://purl.obolibrary.org/obo/CHEBI_64403> <http://purl.obolibrary.org/obo/CHEBI_18375>),0,ore_ont_11293.owl,159204,16633,2,17226
9119,9190,58.94,1,0.64,SubClassOf(<http://ontology.dumontierlab.com/biological-measure-primitive-1.0.owl#ModerateMontgomeryAsbergDepressionRating> <http://ontology.dumontierlab.com/biological-measure-primitive-1.0.owl#MontgomeryAsbergDepressionMeasure>),0,ore_ont_3082.owl,241,9181,2,9236
